Aircraft,AircraftType,Flight,DepartureAirportICAO,ArrivalAirportICAO,Coordenada,Altitude
PR-AQQ,ATR-72-600,AD4502,SBKP,SBPO,S225958W0470844,2332
PR-AQV,ATR-72-600,AD9591,SBOI,SBBE,S001241W0493757,20969
PR-YXA,ATR-72-600,AD2846,SBRP,SBKP,S210932W0471805,13992
PR-AQZ,ATR-72-600,AD4136,SNGI,SBSV,S130254W0391006,16995
PR-AQR,ATR-72-600,AD2631,SBZM,SBKP,S230517W0465325,6925
PR-AKF,ATR-72-600,AD4330,SBSV,SBVC,S125429W0381911,311
PR-AQQ,ATR-72-600,AD4502,SBKP,SBPO,S230852W0475023,13993
PR-AQV,ATR-72-600,AD9591,SBOI,SBBE,S010245W0490023,14764
PR-YXE,ATR-72-600,AD2969,SBCA,SBCT,S253328W0502034,24999
PR-YXE,ATR-72-600,AD2969,SBCA,SBCT,S253725W0490409,5504
PR-YXA,ATR-72-600,AD2846,SBRP,SBKP,S221445W0470106,13994
PR-YXC,ATR-72-600,AD2993,SBNM,SBPA,S283359W0534122,13595
PR-YXC,ATR-72-600,AD2993,SBNM,SBPA,S281703W0540933,1418
PR-YXC,ATR-72-600,AD2993,SBNM,SBPA,S283948W0531925,13006
PR-AQZ,ATR-72-600,AD4136,SNGI,SBSV,S125435W0381942,77
PR-AKF,ATR-72-600,AD4330,SBSV,SBVC,S131009W0384707,12046
PR-AKJ,ATR-72-600,AD4566,SBRF,SBKG,S080727W0345527,395
PR-YXC,ATR-72-600,AD2993,SBNM,SBPA,S292132W0523429,13005
PR-AQQ,ATR-72-600,AD4502,SBKP,SBPO,S233734W0484115,13991
PR-YXA,ATR-72-600,AD2846,SBRP,SBKP,S230258W0470433,3171
PR-AKF,ATR-72-600,AD4330,SBSV,SBVC,S134612W0393157,15987
PR-AKJ,ATR-72-600,AD4566,SBRF,SBKG,S074009W0353506,11991
PR-YXC,ATR-72-600,AD2993,SBNM,SBPA,S295828W0513203,9717
PR-AQQ,ATR-72-600,AD4502,SBKP,SBPO,S241122W0492651,13999
PR-YXE,ATR-72-600,AD2969,SBCT,SBMG,S253126W0491051,3270
PR-AKF,ATR-72-600,AD4330,SBSV,SBVC,S142634W0402240,15970
PR-AQQ,ATR-72-600,AD4502,SBKP,SBPO,S244120W0501557,13993
PR-AQH,ATR-72-600,AD2634,SBRF,SBAR,S080725W0345527,366
PR-YXE,ATR-72-600,AD2969,SBCT,SBMG,S250017W0494938,15624
PR-AQQ,ATR-72-600,AD4502,SBKP,SBPO,S251211W0510359,13995
PR-AQH,ATR-72-600,AD2634,SBRF,SBAR,S083128W0352122,12532
PR-YXE,ATR-72-600,AD2969,SBCT,SBMG,S242705W0503332,19998
PR-AQR,ATR-72-600,AD2676,SBKP,SBMG,S230001W0470841,2457
PR-YXB,ATR-72-600,AD4063,SBKP,SBDN,S230005W0470834,2572
PR-AQH,ATR-72-600,AD2634,SBRF,SBAR,S092019W0355140,16003
PR-YXE,ATR-72-600,AD2969,SBCT,SBMG,S235047W0512044,20000
PR-AQR,ATR-72-600,AD2676,SBKP,SBMG,S230737W0475506,12810
PR-AKJ,ATR-72-600,AD4566,SBKG,SBRF,S071628W0355322,1933
PR-AQZ,ATR-72-600,AD4137,SBSV,SNGI,S125429W0381912,321
PR-AKF,ATR-72-600,AD4330,SBVC,SBCF,S145411W0405517,3148
PR-YXA,ATR-72-600,AD4316,SBKP,SBUL,S225945W0470902,2492
PR-AKJ,ATR-72-600,AD4566,SBKG,SBRF,S074522W0350830,12999
PR-YXB,ATR-72-600,AD4063,SBKP,SBDN,S230624W0475835,13997
PR-AQH,ATR-72-600,AD2634,SBRF,SBAR,S100907W0363051,16005
PR-AQR,ATR-72-600,AD2676,SBKP,SBMG,S231236W0485254,16005
PR-YXC,ATR-72-600,AD2993,SBPA,SBUG,S295940W0511047,507
PR-AQZ,ATR-72-600,AD4137,SBSV,SNGI,S130831W0385328,11830
PR-AKF,ATR-72-600,AD4330,SBVC,SBCF,S152949W0410015,14978
PR-YXA,ATR-72-600,AD4316,SBKP,SBUL,S223614W0474731,13740
PR-YXF,ATR-72-600,AD4418,SBEG,SBTB,S030219W0600238,576
PR-AQV,ATR-72-600,AD9592,SBBE,SBOI,S012236W0482824,463
PR-YXB,ATR-72-600,AD4063,SBKP,SBDN,S230748W0490326,14002
PR-YXC,ATR-72-600,AD2993,SBPA,SBUG,S295846W0520006,13923
PR-AQR,ATR-72-600,AD2676,SBKP,SBMG,S231734W0495512,16002
PR-AQZ,ATR-72-600,AD4137,SBSV,SNGI,S132548W0395227,13992
PR-AKF,ATR-72-600,AD4330,SBVC,SBCF,S161738W0413935,16005
PR-YXA,ATR-72-600,AD4316,SBKP,SBUL,S214202W0475250,18188
PR-YXF,ATR-72-600,AD4418,SBEG,SBTB,S030424W0592156,13175
PR-AQV,ATR-72-600,AD9592,SBBE,SBOI,S004317W0485721,15140
PR-YXB,ATR-72-600,AD4063,SBKP,SBDN,S225050W0500654,13998
PR-AQR,ATR-72-600,AD2676,SBKP,SBMG,S233042W0505803,16013
PR-YXC,ATR-72-600,AD2993,SBPA,SBUG,S295721W0530029,18002
PR-AQZ,ATR-72-600,AD4137,SBSV,SNGI,S134643W0405121,17114
PR-YXA,ATR-72-600,AD4316,SBKP,SBUL,S203927W0475419,16998
PR-AQQ,ATR-72-600,AD4503,SBPO,SBKP,S261317W0524205,3009
PR-AQV,ATR-72-600,AD9592,SBBE,SBOI,N000830W0493021,20004
PR-YXB,ATR-72-600,AD4063,SBKP,SBDN,S222403W0510705,13999
PR-AQQ,ATR-72-600,AD4503,SBPO,SBKP,S260007W0520104,13379
PR-AQZ,ATR-72-600,AD4137,SBSV,SNGI,S140532W0415230,18002
PR-YXA,ATR-72-600,AD4316,SBKP,SBUL,S193806W0480514,16999
PR-YXF,ATR-72-600,AD4418,SBEG,SBTB,S024023W0583341,17004
PR-YXF,ATR-72-600,AD4418,SBEG,SBTB,S021046W0573803,16999
PR-AQV,ATR-72-600,AD9592,SBBE,SBOI,N010001W0500310,20002
PR-YXC,ATR-72-600,AD2993,SBPA,SBUG,S295503W0540659,16294
PR-AKF,ATR-72-600,AD4330,SBVC,SBCF,S171806W0415503,17997
PR-AKF,ATR-72-600,AD4330,SBVC,SBCF,S180639W0423508,18020
PR-YXC,ATR-72-600,AD2993,SBPA,SBUG,S295729W0551233,11987
PR-AQQ,ATR-72-600,AD4503,SBPO,SBKP,S252244W0510607,17020
PR-AKJ,ATR-72-600,AD4560,SBRF,SBJP,S080727W0345526,278
PR-AKF,ATR-72-600,AD4330,SBVC,SBCF,S184935W0432343,17989
PR-AQH,ATR-72-600,AD2767,SBAR,SBRF,S105903W0370357,395
PR-YXF,ATR-72-600,AD4418,SBEG,SBTB,S013727W0564340,9245
PR-AQV,ATR-72-600,AD9592,SBBE,SBOI,N015135W0503602,20004
PR-AQH,ATR-72-600,AD2767,SBAR,SBRF,S102207W0363321,12294
PR-YXD,ATR-72-600,AD4251,SBMK,SBCF,S194522W0475813,2811
PR-YXD,ATR-72-600,AD4251,SBMK,SBCF,S194300W0472114,13002
PR-YXD,ATR-72-600,AD4251,SBMK,SBCF,S191750W0462136,15003
PR-YXD,ATR-72-600,AD4251,SBMK,SBCF,S190832W0450907,15003
PR-YXD,ATR-72-600,AD4251,SBMK,SBCF,S192531W0440203,14784
PR-YXD,ATR-72-600,AD4251,SBCF,SBMK,S193744W0435824,2943
PR-YXD,ATR-72-600,AD4251,SBCF,SBMK,S185347W0440432,12336
PR-YXD,ATR-72-600,AD4251,SBCF,SBMK,S175936W0440727,15000
PR-YXD,ATR-72-600,AD4251,SBCF,SBMK,S165754W0440614,11072
PR-YXD,ATR-72-600,AD4251,SBMK,SBCF,S164230W0434831,2620
PR-YXD,ATR-72-600,AD4251,SBMK,SBCF,S172946W0434051,14597
PR-YXC,ATR-72-600,AD2993,SBPA,SBUG,S294432W0561958,6356
PR-AQQ,ATR-72-600,AD4503,SBPO,SBKP,S244454W0500607,17020
PR-AKJ,ATR-72-600,AD4560,SBRF,SBJP,S071737W0345035,3760
PR-AQV,ATR-72-600,AD9592,SBBE,SBOI,N024314W0510900,19999
PR-AQH,ATR-72-600,AD2767,SBAR,SBRF,S093810W0360018,16998
PR-YXD,ATR-72-600,AD4251,SBMK,SBCF,S183509W0433549,16003
PR-AQQ,ATR-72-600,AD4503,SBPO,SBKP,S240329W0491211,15192
PR-AQH,ATR-72-600,AD2767,SBAR,SBRF,S085155W0351646,16990
PR-AQQ,ATR-72-600,AD4503,SBPO,SBKP,S234303W0480441,15015
PR-YXF,ATR-72-600,AD4418,SBTB,SBSN,S012932W0562419,571
PR-YXA,ATR-72-600,AD4316,SBUL,SBKP,S185330W0481346,3330
PR-AQH,ATR-72-600,AD2767,SBAR,SBRF,S080757W0345516,101
PR-AQR,ATR-72-600,AD4611,SBMG,SBKP,S232841W0520133,2004
PR-AQR,ATR-72-600,AD4611,SBMG,SBKP,S231404W0511409,12362
PR-AQR,ATR-72-600,AD4611,SBMG,SBKP,S230001W0501031,17000
PR-YXF,ATR-72-600,AD4418,SBTB,SBSN,S015321W0554803,13014
PR-AQQ,ATR-72-600,AD4503,SBPO,SBKP,S230744W0470201,5832
PR-YXB,ATR-72-600,AD4520,SBDN,SBKP,S221034W0512500,1884
PR-YXB,ATR-72-600,AD4520,SBDN,SBKP,S221632W0502504,12229
PR-YXB,ATR-72-600,AD4520,NULL,NULL,S222456W0491517,14998
PR-YXA,ATR-72-600,AD4316,SBUL,SBKP,S194213W0481210,14244
PR-YXC,ATR-72-600,AD2993,SBUG,SBPA,S294652W0570140,659
PR-AKJ,ATR-72-600,AD2834,SBJP,SBRF,S070909W0345649,460
PR-AQR,ATR-72-600,AD4611,SBMG,SBKP,S224358W0485942,17002
PR-YXF,ATR-72-600,AD4418,SBTB,SBSN,S022646W0545615,2957
PR-AKJ,ATR-72-600,AD2834,SBJP,SBRF,S080148W0345048,9597
PR-YXC,ATR-72-600,AD2993,SBUG,SBPA,S294144W0560351,14060
PR-YXB,ATR-72-600,AD4520,NULL,PTAN,S223746W0480142,14999
PR-YXA,ATR-72-600,AD4316,SBUL,SBKP,S204116W0480728,18004
PR-AQZ,ATR-72-600,AD4137,SNGI,SBCF,S141212W0424525,2197
PR-AQZ,ATR-72-600,AD4137,SNGI,SBCF,S145404W0425444,13186
PR-AQZ,ATR-72-600,AD4137,SNGI,SBCF,S155429W0430925,13985
PR-AQR,ATR-72-600,AD4611,SBMG,SBKP,S224144W0474802,16991
PR-YXE,ATR-72-600,AD4756,SBMG,SBCT,S232842W0520139,2155
PR-YXE,ATR-72-600,AD4756,SBMG,SBCT,S233103W0511933,11002
PR-YXE,ATR-72-600,AD4756,SBMG,SBCT,S241914W0502929,11001
PR-AQZ,ATR-72-600,AD4137,SNGI,SBCF,S165714W0432641,14018
PR-YXE,ATR-72-600,AD4756,SBMG,SBCT,S250651W0493921,13002
PR-YXC,ATR-72-600,AD2993,SBUG,SBPA,S294657W0544744,16987
PR-YXB,ATR-72-600,AD4520,NULL,PTAN,S230340W0471407,9968
PR-YXA,ATR-72-600,AD4316,SBUL,SBKP,S214715W0475744,17998
PR-AQR,ATR-72-600,AD4611,SBMG,SBKP,S230957W0470354,6372
PR-AQZ,ATR-72-600,AD4137,SNGI,SBCF,S180132W0433204,14001
PR-YXC,ATR-72-600,AD2993,SBUG,SBPA,S295032W0532239,15009
PR-YXA,ATR-72-600,AD4316,SBUL,SBKP,S224825W0472956,17994
PR-AQJ,ATR-72-600,AD4331,SBVC,SBSV,S145447W0405426,3224
PR-AQJ,ATR-72-600,AD4331,SBVC,SBSV,S143446W0400938,13555
PR-AQJ,ATR-72-600,AD4331,NULL,NULL,S135705W0392524,16988
PR-YXF,ATR-72-600,AD4418,SBSN,SBEG,S022517W0544710,604
PR-YXC,ATR-72-600,AD2993,SBUG,SBPA,S295311W0515728,15000
PR-AQJ,ATR-72-600,AD4331,NULL,NULL,S131346W0384011,8864
PR-YXF,ATR-72-600,AD4418,SBSN,SBEG,S023215W0552246,12351
PR-AQH,ATR-72-600,AD2750,SBRF,SBMO,S080725W0345527,409
PR-YXF,ATR-72-600,AD4418,SBSN,SBEG,S023815W0561930,16002
PR-YXB,ATR-72-600,AD2918,SBKP,SBML,S230011W0470826,2496
PR-YXE,ATR-72-600,AD4756,SBCT,SBLO,S253208W0491005,3357
PR-AQV,ATR-72-600,AD9593,SBOI,SBBE,N035142W0514744,466
PR-AQV,ATR-72-600,AD9593,SBOI,SBBE,N031454W0512701,15417
PR-AQV,ATR-72-600,AD9593,SBOI,SBBE,N022949W0505557,21003
PR-AQV,ATR-72-600,AD9593,SBOI,SBBE,N013157W0502921,21005
PR-AQV,ATR-72-600,AD9593,SBOI,SBBE,N003047W0500825,20997
PR-AQV,ATR-72-600,AD9593,SBOI,SBBE,N034325W0514221,3585
PR-AQQ,ATR-72-600,AD2907,SBKP,SBMG,S230010W0470827,2431
PR-AQH,ATR-72-600,AD2750,SBRF,SBMO,S083728W0351834,12785
PR-YXF,ATR-72-600,AD4418,SBSN,SBEG,S024427W0572516,15994
PR-AKJ,ATR-72-600,AD9010,SBRF,SBSG,S080727W0345526,331
PR-AQV,ATR-72-600,AD9593,SBOI,SBBE,S002816W0494221,21000
PR-YXB,ATR-72-600,AD2918,SBKP,SBML,S224629W0475540,15961
PR-YXE,ATR-72-600,AD4756,SBCT,SBLO,S250656W0494537,15997
PR-AQQ,ATR-72-600,AD2907,SBKP,SBMG,S230201W0475658,13680
PR-AQH,ATR-72-600,AD2750,SBRF,SBMO,S092022W0355807,7268
PR-AKJ,ATR-72-600,AD9010,SBRF,SBSG,S072128W0350230,12953
PR-YXA,ATR-72-600,AD4373,SBKP,SBUL,S230003W0470838,2487
PR-AQV,ATR-72-600,AD9593,SBOI,SBBE,S011522W0485417,12046
PR-YXB,ATR-72-600,AD2918,SBKP,SBML,S223142W0485042,16004
PR-YXE,ATR-72-600,AD4756,SBCT,SBLO,S241431W0502623,16009
PR-AKL,ATR-72-600,AD4471,SBMK,SBCF,S192749W0422859,1216
PR-AKL,ATR-72-600,AD4471,SBMK,SBCF,S194114W0430607,11995
PR-AKL,ATR-72-600,AD4471,SBMK,SBCF,S193930W0435645,3090
PR-AKL,ATR-72-600,AD4470,SBCF,SBMK,S193750W0435817,3051
PR-AKL,ATR-72-600,AD4470,SBCF,SBMK,S185143W0440154,14135
PR-AKL,ATR-72-600,AD4470,SBCF,SBMK,S175442W0435749,17001
PR-AKL,ATR-72-600,AD4470,SBCF,SBMK,S164949W0440232,8366
PR-AKL,ATR-72-600,AD4470,SBMK,SBCF,S164229W0434841,2519
PR-AKL,ATR-72-600,AD4470,SBMK,SBCF,S172439W0434412,14947
PR-AQQ,ATR-72-600,AD2907,SBKP,SBMG,S231011W0485433,16017
PR-AKL,ATR-72-600,AD4470,SBMK,SBCF,S182411W0434007,18014
PR-AKJ,ATR-72-600,AD9010,SBRF,SBSG,S062041W0352146,13000
PR-YXA,ATR-72-600,AD4373,SBKP,SBUL,S221411W0472723,10995
PR-YXB,ATR-72-600,AD2918,SBKP,SBML,S222344W0495522,6592
PR-AQJ,ATR-72-600,AD4331,SBSV,SBAR,S125430W0381913,315
PR-YXE,ATR-72-600,AD4756,SBCT,SBLO,S233058W0505810,7557
PR-AQR,ATR-72-600,AD4825,SBKP,SBRP,S230006W0470834,2523
PR-AQQ,ATR-72-600,AD2907,SBKP,SBMG,S231828W0495252,16016
PR-YXA,ATR-72-600,AD4373,SBKP,SBUL,S211346W0474427,10996
PR-AQJ,ATR-72-600,AD4331,SBSV,SBAR,S121018W0375121,11558
PR-AQR,ATR-72-600,AD4825,SBKP,SBRP,S221604W0472851,12996
PR-AQQ,ATR-72-600,AD2907,SBKP,SBMG,S232310W0505552,16024
PR-AQH,ATR-72-600,AD4344,SBMO,SBRF,S093047W0354648,711
PR-YXA,ATR-72-600,AD4373,SBKP,SBUL,S201701W0480617,12991
PR-AQJ,ATR-72-600,AD4331,SBSV,SBAR,S111700W0372349,12103
PR-AQZ,ATR-72-600,AD4137,SNGI,SBCF,S190655W0433922,13993
PR-AQZ,ATR-72-600,AD6174,SBCF,SBRP,S193758W0435810,3024
PR-AQZ,ATR-72-600,AD6174,SBCF,SBRP,S194936W0444301,13421
PR-AQZ,ATR-72-600,AD6174,SBCF,SBRP,S201348W0453914,15996
PR-AQR,ATR-72-600,AD4825,SBKP,SBRP,S211705W0474943,12316
PR-AQZ,ATR-72-600,AD6174,NULL,NULL,S203957W0463932,16008
PR-AQH,ATR-72-600,AD4344,SBMO,SBRF,S085439W0351705,12489
PR-YXA,ATR-72-600,AD4373,SBKP,SBUL,S192149W0481144,7083
PR-YXB,ATR-72-600,AD4222,SBML,SBKP,S221122W0495529,2492
PR-AQH,ATR-72-600,AD4344,SBMO,SBRF,S081142W0345402,1277
PR-YXA,ATR-72-600,AD4373,SBKP,SBUL,S185210W0481311,3269
PR-YXB,ATR-72-600,AD4222,SBML,SBKP,S222047W0490251,14235
PR-AKJ,ATR-72-600,AD9011,SBSG,SBRF,S054613W0352144,571
PR-YXE,ATR-72-600,AD4757,SBLO,SBCT,S231955W0510807,2206
PR-YXE,ATR-72-600,AD4757,SBLO,SBCT,S235508W0503934,14990
PR-YXB,ATR-72-600,AD4222,SBML,SBKP,S223816W0475144,13004
PR-AKJ,ATR-72-600,AD9011,SBSG,SBRF,S062928W0350857,13538
PR-YXE,ATR-72-600,AD4757,SBLO,SBCT,S244846W0495114,15002
PR-AQJ,ATR-72-600,AD4331,SBAR,SBRF,S105903W0370356,379
PR-YXB,ATR-72-600,AD4222,SBML,SBKP,S231129W0470410,6502
PR-AQJ,ATR-72-600,AD4331,SBAR,SBRF,S102417W0363313,14608
PR-AKJ,ATR-72-600,AD9011,SBSG,SBRF,S072519W0345837,17988
PR-AQR,ATR-72-600,AD4825,SBRP,SBKP,S210827W0474619,2094
PR-YXE,ATR-72-600,AD4757,SBLO,SBCT,S253109W0491110,3181
PR-YXA,ATR-72-600,AD4374,SBUL,SBKP,S185322W0481342,3368
PR-AQR,ATR-72-600,AD4825,SBRP,SBKP,S215359W0474044,16005
PR-AQJ,ATR-72-600,AD4331,SBAR,SBRF,S093842W0355437,14998
PR-AQQ,ATR-72-600,AD4279,SBMG,SBKP,S232829W0520036,2137
PR-AQQ,ATR-72-600,AD4279,SBMG,SBKP,S231334W0510806,13079
PR-AQZ,ATR-72-600,AD6174,SBRP,SBCF,S205603W0474201,7270
PR-AKJ,ATR-72-600,AD9011,SBSG,SBRF,S081413W0345313,2085
PR-AQZ,ATR-72-600,AD6175,SBRP,SBCF,S210831W0474617,2142
PR-AQQ,ATR-72-600,AD4279,SBMG,SBKP,S225741W0495905,14987
PR-YXA,ATR-72-600,AD4374,SBUL,SBKP,S194312W0481427,14952
PR-AQR,ATR-72-600,AD4825,SBRP,SBKP,S225723W0472221,13272
PR-AQZ,ATR-72-600,AD6175,SBRP,SBCF,S203825W0471431,14542
PR-AQJ,ATR-72-600,AD4331,SBAR,SBRF,S085426W0351629,14999
PR-AQQ,ATR-72-600,AD4279,SBMG,SBKP,S224043W0484517,15000
PR-YXA,ATR-72-600,AD4374,SBUL,SBKP,S204329W0480813,17994
PR-AQZ,ATR-72-600,AD6175,SBRP,SBCF,S195116W0462723,14996
PR-AQJ,ATR-72-600,AD4331,SBAR,SBRF,S080939W0345442,546
PR-YXD,ATR-72-600,AD2627,SBCF,SBRJ,S193837W0435733,3044
PR-AQQ,ATR-72-600,AD4279,SBMG,SBKP,S224657W0473109,12988
PR-YXD,ATR-72-600,AD2627,SBCF,SBRJ,S202707W0435311,14283
PR-YXA,ATR-72-600,AD4374,SBUL,SBKP,S214951W0474950,15997
PR-YXD,ATR-72-600,AD2627,SBCF,SBRJ,S212910W0440636,16000
PR-AQQ,ATR-72-600,AD4279,SBMG,SBKP,S230157W0470558,2854
PR-YXD,ATR-72-600,AD2627,SBCF,SBRJ,S223005W0435555,14134
PR-YXA,ATR-72-600,AD4374,SBUL,SBKP,S225416W0472458,14524
PR-YXD,ATR-72-600,AD2627,SBCF,SBRJ,S230634W0432048,5953
PR-AQH,ATR-72-600,AD4325,SBKG,SBRF,S080735W0345524,390
PR-AQH,ATR-72-600,AD4325,SBKG,SBRF,S073714W0353359,14001
PR-AQH,ATR-72-600,AD4325,SBKG,SBRF,S071434W0355605,2435
PR-AQH,ATR-72-600,AD4325,SBKG,NULL,S071625W0355325,1941
PR-AQH,ATR-72-600,AD4325,SBKG,NULL,S074930W0351716,15001
PR-AQH,ATR-72-600,AD4325,SBKG,NULL,S081011W0345431,759
PR-AKJ,ATR-72-600,AD9006,SBRF,SBJU,S080727W0345526,248
PR-AKJ,ATR-72-600,AD9006,SBRF,SBJU,S073058W0352615,13334
PR-YXD,ATR-72-600,AD2627,SBRJ,SBCF,S225406W0430948,461
PR-AKJ,ATR-72-600,AD9006,SBRF,SBJU,S072132W0362212,17989
PR-YXE,ATR-72-600,AD4190,SBCT,SBMG,S253203W0491011,3373
PR-YXD,ATR-72-600,AD2627,SBRJ,SBCF,S222311W0425443,13031
PR-AKJ,ATR-72-600,AD9006,SBRF,SBJU,S071742W0372817,17990
PR-YXE,ATR-72-600,AD4190,SBCT,SBMG,S250907W0495108,17891
PR-AQH,ATR-72-600,AD5035,SBRF,SBSG,S080725W0345526,400
PR-AKJ,ATR-72-600,AD9006,SBRF,SBJU,S071457W0383450,17716
PR-YXA,ATR-72-600,AD4670,SBKP,SBUL,S230002W0470839,2454
PR-YXE,ATR-72-600,AD4190,SBCT,SBMG,S243236W0503927,20001
PR-AQH,ATR-72-600,AD5035,SBRF,SBSG,S072101W0350538,13058
PR-YXA,ATR-72-600,AD4670,SBKP,SBUL,S221241W0472301,14509
PR-YXE,ATR-72-600,AD4190,SBCT,SBMG,S234705W0512400,18851
PR-AQR,ATR-72-600,AD4099,SBKP,SBSR,S225953W0470853,2365
PR-AQH,ATR-72-600,AD5035,SBRF,SBSG,S062428W0352308,14990
PR-YXA,ATR-72-600,AD4670,SBKP,SBUL,S211222W0473813,15002
PR-AQQ,ATR-72-600,AD2716,SBKP,SBDN,S230008W0470831,2470
PR-AQR,ATR-72-600,AD4099,SBKP,SBSR,S222611W0474908,12116
PR-AQH,ATR-72-600,AD5035,SBRF,SBSG,S054552W0352356,693
PR-AKA,ATR-72-600,AD4711,SBKP,SBRP,S230001W0470839,2414
PR-YXA,ATR-72-600,AD4670,SBKP,SBUL,S201027W0475725,14997
PR-AQQ,ATR-72-600,AD2716,SBKP,SBDN,S225040W0475949,14460
PR-AQR,ATR-72-600,AD4099,SBKP,SBSR,S214655W0482801,17001
PR-AKA,ATR-72-600,AD4711,SBKP,SBRP,S221555W0472816,13712
PR-YXA,ATR-72-600,AD4670,SBKP,SBUL,S191518W0481703,11103
PR-AQQ,ATR-72-600,AD2716,SBKP,SBDN,S223917W0485858,15998
PR-AKJ,ATR-72-600,AD9007,SBJU,SBRF,S071318W0391545,1582
PR-AKA,ATR-72-600,AD4711,SBKP,SBRP,S211827W0474859,13997
PR-AQQ,ATR-72-600,AD2716,SBKP,SBDN,S222856W0500227,16003
PR-AKJ,ATR-72-600,AD9007,SBJU,SBRF,S072417W0382842,15268
PR-AQQ,ATR-72-600,AD2716,SBKP,SBDN,S221811W0510953,11107
PR-AKJ,ATR-72-600,AD9007,SBJU,SBRF,S072412W0373034,18984
PR-AKJ,ATR-72-600,AD9007,SBJU,SBRF,S073514W0362729,18987
PR-AQR,ATR-72-600,AD4099,SBSR,SBKP,S210821W0491957,10997
PR-AQR,ATR-72-600,AD4099,SBSR,SBKP,S204927W0492457,2112
PR-AQR,ATR-72-600,AD4099,SBSR,SBKP,S212907W0485341,11371
PR-AKJ,ATR-72-600,AD9007,SBJU,SBRF,S075839W0352806,17360
PR-AQR,ATR-72-600,AD4099,SBSR,SBKP,S221634W0480533,13008
PR-AKJ,ATR-72-600,AD9007,SBJU,SBRF,S080852W0345458,328
PR-AQR,ATR-72-600,AD4099,SBSR,SBKP,S225318W0472213,6794
PR-AQN,ATR-72-600,AD9128,SBUL,SBKP,S185325W0415837,1104
PR-AQN,ATR-72-600,AD9128,SBUL,SBKP,S191450W0424028,14001
PR-AQN,ATR-72-600,AD9128,SBUL,SBKP,S194127W0434307,8303
PR-AQN,ATR-72-600,AD9128,SBCF,SBUL,S193805W0435804,2976
PR-AQN,ATR-72-600,AD9128,SBCF,SBUL,S191751W0444128,14265
PR-AQN,ATR-72-600,AD9128,SBCF,SBUL,S185600W0453834,15998
PR-AQN,ATR-72-600,AD9128,SBCF,SBUL,S184923W0464242,16003
PR-AQN,ATR-72-600,AD9128,SBCF,SBUL,S184309W0474501,15996
PR-AQN,ATR-72-600,AD9128,SBUL,SBCF,S185321W0481342,3324
PR-AQN,ATR-72-600,AD9128,SBUL,SBCF,S190001W0472031,14898
PR-AQN,ATR-72-600,AD9128,SBUL,SBCF,S190753W0461100,14996
PR-AQN,ATR-72-600,AD9128,SBUL,SBCF,S192535W0450934,15000
PR-AQN,ATR-72-600,AD9128,SBUL,SBCF,S193212W0440831,6868
PR-AQN,ATR-72-600,AD4922,SBCF,NULL,S193837W0435734,2936
PR-AQN,ATR-72-600,AD4922,SBCF,NULL,S193618W0443614,14822
PR-AQN,ATR-72-600,AD4922,SBCF,NULL,S192442W0453327,16003
PR-AQN,ATR-72-600,AD4922,SBCF,NULL,S191026W0463423,16002
PR-AQN,ATR-72-600,AD4922,SBCF,NULL,S190359W0473520,15982
PR-AQN,ATR-72-600,AD4922,SBCF,NULL,S185327W0481345,3057
PR-AQN,ATR-72-600,AD9128,SBUL,SBKP,S185332W0481347,3299
PR-AQN,ATR-72-600,AD9128,SBUL,SBKP,S193652W0481729,16001
PR-AQN,ATR-72-600,AD9128,SBUL,SBKP,S203946W0482238,15999
PR-AQN,ATR-72-600,AD9128,SBUL,SBKP,S214542W0482301,15998
PR-AQN,ATR-72-600,AD9128,SBUL,SBKP,S223924W0474132,16002
PR-AKJ,ATR-72-600,AD9095,SBRF,SBJU,S080731W0345524,460
PR-AKJ,ATR-72-600,AD9095,SBRF,SBJU,S072948W0352557,15228
PR-AKJ,ATR-72-600,AD9095,SBRF,SBJU,S072126W0362324,20002
PR-AQN,ATR-72-600,AD9128,SBKP,SBSR,S230008W0470831,2411
PR-AKJ,ATR-72-600,AD9095,SBRF,SBJU,S071752W0372405,19997
PR-AQN,ATR-72-600,AD9128,SBKP,SBSR,S222825W0474641,17007
PR-AKJ,ATR-72-600,AD9095,SBRF,SBJU,S071521W0382500,20000
PR-AQN,ATR-72-600,AD9128,SBKP,SBSR,S214245W0483159,17004
PR-YXA,ATR-72-600,AD4377,SBUL,SBCF,S185230W0481320,3314
PR-AKJ,ATR-72-600,AD9096,SBJU,SBRF,S071320W0391541,1574
PR-YXA,ATR-72-600,AD4377,SBUL,SBCF,S190229W0472014,14647
PR-AKJ,ATR-72-600,AD9096,SBJU,SBRF,S072407W0382942,14230
PR-AKA,ATR-72-600,AD4211,SBRP,SBKP,S210835W0474617,2079
PR-AQN,ATR-72-600,AD9128,SBSR,SBKP,S210200W0492116,11145
PR-AQN,ATR-72-600,AD9128,SBSR,SBKP,S204839W0492356,2045
PR-AQH,ATR-72-600,AD2669,SBSG,SBRF,S054613W0352146,447
PR-AQN,ATR-72-600,AD9128,SBSR,SBKP,S211744W0485128,14107
PR-YXA,ATR-72-600,AD4377,SBUL,SBCF,S190620W0461246,17003
PR-AKA,ATR-72-600,AD4211,SBRP,SBKP,S215613W0475041,13694
PR-AKJ,ATR-72-600,AD9096,SBJU,SBRF,S073041W0373340,16999
PR-AQH,ATR-72-600,AD2669,SBSG,SBRF,S062907W0350451,12962
